true_rank,count,mean,median,std
1,1820,320.5072676340826,265.9764306432262,289.30791485459065
2,425,-163.25576727886136,-141.3848720136084,174.2634322435647
3,174,-237.57195020448614,-198.17414087530233,176.30826405215444
4,85,-332.89479480065444,-315.731674383489,190.404614667095
5,55,-406.94372961709945,-348.59662022729754,232.94623923538353
>5,141,-741.0142994191289,-622.9904337192856,397.264331531645
