bin_left,bin_right,confidence,accuracy,count,ece
0.30000000000000004,0.4,0.38274902218230417,0.0,3,0.10317281406147276
0.4,0.5,0.44979654115657114,0.36363636363636365,11,0.10317281406147276
0.5,0.6000000000000001,0.5505183651799755,0.3,30,0.10317281406147276
0.6000000000000001,0.7000000000000001,0.6486941932340132,0.4838709677419355,31,0.10317281406147276
0.7000000000000001,0.8,0.7540744185421739,0.43902439024390244,41,0.10317281406147276
0.8,0.9,0.8600198993553034,0.5806451612903226,62,0.10317281406147276
0.9,1.0,0.9970686887711323,0.9044409199048374,2522,0.10317281406147276
