true_rank,count,mean,median,std
1,2383,31.814857242236023,29.14718615241236,19.409333863448552
2,193,-7.7721005112948,-5.464550438560764,8.089710197223473
3,53,-11.536486884035288,-9.531315373140387,7.693313588305024
4,37,-16.114053404286317,-16.12593060140898,8.35058470092438
5,21,-24.1119640963201,-24.79089595024834,7.709588003558572
>5,13,-32.74433600020795,-33.80775705414362,10.922278110748602
