true_rank,count,mean,median,std
1,1868,0.2918065993745094,0.2790161939097642,0.22978411684728156
2,365,-0.13197501662834496,-0.12345246513121388,0.14125004047430323
3,125,-0.2907162634523654,-0.27692664604014894,0.16386296541292963
4,110,-0.4116958754373275,-0.41332940278890185,0.19189082199786447
5,73,-0.5372786781486569,-0.5204427112593617,0.22255529285680908
>5,159,-1.0070986793439103,-1.0630617104963527,0.32492425335138486
