bin_left,bin_right,confidence,accuracy,count,ece
0.1,0.2,0.1683300115900415,0.4970845481049563,1372,0.4397802094844862
0.2,0.30000000000000004,0.23325495100096627,0.7857777777777778,1125,0.4397802094844862
0.30000000000000004,0.4,0.35375974839366997,0.9097222222222222,144,0.4397802094844862
0.4,0.5,0.41171923467076105,1.0,59,0.4397802094844862
