true_rank,count,mean,median,std
1,1015,0.012894228673333605,0.010085254907608032,0.012090435701963873
2,470,-0.006626547873020172,-0.00473371148109436,0.006009357235559384
3,323,-0.013573037904482508,-0.011768043041229248,0.008577657900492433
4,500,-0.022368605047464372,-0.022736236453056335,0.009129554029656334
5,231,-0.029609602315601332,-0.02951720356941223,0.010826147504914625
>5,161,-0.03743225206499514,-0.037292271852493286,0.010742323226852564
