true_rank,count,mean,median,std
1,1315,-0.07517707026952042,-0.045971098598484694,0.27101927787335595
2,515,-0.14304142137909973,-0.12527271884660784,0.2763031807145909
3,299,-0.2714639188942517,-0.23929850739574565,0.25118510921404436
4,203,-0.36167603141240434,-0.33861807963704127,0.26128102205512516
5,110,-0.43206382713414715,-0.47082863314292034,0.27999328881545754
>5,258,-0.6048338817776856,-0.6104857518791174,0.2986182288076879
