true_rank,count,mean,median,std
1,1540,0.11589364551592841,0.1253250781534877,0.11474296353090732
2,417,-0.09023902792613389,-0.08103008096087905,0.1181889017087688
3,223,-0.1660072237350653,-0.1614701472095721,0.0946744457958288
4,149,-0.21975406646291168,-0.20994265519383637,0.10700847081129215
5,138,-0.27689424059772844,-0.26863291451035753,0.10598125121044395
>5,233,-0.40121291587241475,-0.3601717699103921,0.17044902851053564
