true_rank,count,mean,median,std
1,1226,-0.010751388662076929,-0.008837729603125566,0.025698748232802642
2,545,-0.01269632971919306,-0.009927245749207891,0.027151371969496702
3,269,-0.025759043307051692,-0.022769088107623237,0.03081641158977553
4,259,-0.03061538230645286,-0.027649086665340605,0.0321080564030817
5,146,-0.03110643098276064,-0.02967395952639512,0.02881067954161965
>5,255,-0.033085631331402826,-0.030368331854698005,0.026840276653275544
