true_rank,count,mean,median,std
1,1010,0.011094409330646591,0.006328493356704712,0.01288196308151015
2,552,-0.005469848307362501,-0.0033302605152130127,0.005899383383563381
3,378,-0.0069720615785588665,-0.005254805088043213,0.005471648233445731
4,240,-0.009945730057855448,-0.00880606472492218,0.006103346655227023
5,190,-0.011824468719331842,-0.011240191757678986,0.004843404952802695
>5,330,-0.016243460819576727,-0.015280865132808685,0.00710955384710144
