true_rank,count,mean,median,std
1,2163,163.85202581554563,141.73159658048826,122.83482470131862
2,278,-53.47903456343622,-43.70786826054791,57.708612162362584
3,125,-97.04755342752472,-90.81962780064714,56.62846393445881
4,56,-121.24714550331298,-105.20731903665728,67.27726441990961
5,35,-156.53733864796914,-168.89251171418073,58.60957929638765
>5,43,-201.6391062716082,-200.95226416281002,75.398640621857
