bin_left,bin_right,confidence,accuracy,count,ece
0.5,0.6000000000000001,0.5309825382594692,0.25,4,0.2032462511177403
0.6000000000000001,0.7000000000000001,0.6365204589932194,0.2,5,0.2032462511177403
0.7000000000000001,0.8,0.7464588648115144,0.2727272727272727,11,0.2032462511177403
0.8,0.9,0.8629140719592204,0.0,11,0.2032462511177403
0.9,1.0,0.999533624303266,0.8006744098913451,2669,0.2032462511177403
