true_rank,count,mean,median,std
1,2435,57.741930582471575,52.65588964077142,35.10342940257236
2,164,-14.873350523417566,-11.291056612591092,14.391433803223219
3,59,-23.825640718043985,-17.594615405352215,16.705870206949275
4,23,-30.37360717676703,-29.08674108814739,14.646096697334432
5,9,-30.73469322645835,-25.167485757203394,14.917797581146848
>5,10,-53.595682837455115,-55.25353061502187,17.654838309044074
