true_rank,count,mean,median,std
1,1829,0.6325917241026638,0.5816855876790532,0.4338965154301318
2,361,-0.31674971362150445,-0.2796593458923575,0.25918457485478724
3,125,-0.5382509659079859,-0.459063865512749,0.3037563049494818
4,111,-0.8391238939618838,-0.7815035954832896,0.324713601074387
5,132,-1.3144697345421068,-1.2207054139119793,0.5943328995943673
>5,142,-1.5278001631956653,-1.4621704649457714,0.6294734113389022
