true_rank,count,mean,median,std
1,1622,0.3273704523914642,0.2994848971245231,0.2920284443229848
2,419,-0.2089389854423522,-0.20313772514275397,0.18786456564075346
3,226,-0.3134093311400831,-0.29677824739692027,0.18092809233104273
4,164,-0.43148335685723105,-0.42184982907844876,0.18362492255628407
5,110,-0.5361092950316843,-0.5169364646253143,0.21075958526003002
>5,159,-0.7465351246847854,-0.7381903941076484,0.29035983863923526
